latitude,longitude,date,mean temp
52.52,13.21,2024-02-13,40.5
52.52,13.21,2024-02-14,43.6
52.52,13.21,2024-02-15,51.4
52.52,13.21,2024-02-16,52.8
52.52,13.21,2024-02-17,47.5
52.52,13.21,2024-02-18,43.3
52.52,13.21,2024-02-19,45.7
52.52,13.21,2024-02-20,45.4
52.52,13.21,2024-02-21,46.8
52.52,13.21,2024-02-22,49.6
52.52,13.21,2024-02-23,45.5
52.52,13.21,2024-02-24,41.6
52.52,13.21,2024-02-25,40.9
52.52,13.21,2024-02-26,41.1
52.52,13.21,2024-02-27,40.9
52.52,13.21,2024-02-28,37.9
52.52,13.21,2024-02-29,39.3
52.52,13.21,2024-03-01,44.1
52.52,13.21,2024-03-02,46.7
52.52,13.21,2024-03-03,49.2
52.52,13.21,2024-03-04,48.5
52.52,13.21,2024-03-05,40.5
52.52,13.21,2024-03-06,39.1
52.52,13.21,2024-03-07,39.2
52.52,13.21,2024-03-08,37.1
52.52,13.21,2024-03-09,40.2
52.52,13.21,2024-03-10,46.6
52.52,13.21,2024-03-11,49.1
52.52,13.21,2024-03-12,46.6
52.52,13.21,2024-03-13,46.9
52.52,13.21,2024-03-14,51.5
52.52,13.21,2024-03-15,52.7
52.52,13.21,2024-03-16,48.1
52.52,13.21,2024-03-17,40.9
52.52,13.21,2024-03-18,35.2
52.52,13.21,2024-03-19,38.3
52.52,13.21,2024-03-20,47.5
52.52,13.21,2024-03-21,50.4
52.52,13.21,2024-03-22,49.6
52.52,13.21,2024-03-23,42.9
52.52,13.21,2024-03-24,40.2
52.52,13.21,2024-03-25,42.1
52.52,13.21,2024-03-26,45
52.52,13.21,2024-03-27,51.9
52.52,13.21,2024-03-28,48.7
52.52,13.21,2024-03-29,49.3
52.52,13.21,2024-03-30,57.8
52.52,13.21,2024-03-31,55.4
52.52,13.21,2024-04-01,55
52.52,13.21,2024-04-02,51.3
52.52,13.21,2024-04-03,49.5
52.52,13.21,2024-04-04,52.1
52.52,13.21,2024-04-05,57.2
52.52,13.21,2024-04-06,61.5
52.52,13.21,2024-04-07,64.1
52.52,13.21,2024-04-08,65.1
52.52,13.21,2024-04-09,63.2
52.52,13.21,2024-04-10,52.6
52.52,13.21,2024-04-11,53.2
52.52,13.21,2024-04-12,59.6
52.52,13.21,2024-04-13,62.4
52.52,13.21,2024-04-14,57.2
52.52,13.21,2024-04-15,50.4
52.52,13.21,2024-04-16,43.9
52.52,13.21,2024-04-17,42.9
52.52,13.21,2024-04-18,43.6
52.52,13.21,2024-04-19,42.9
52.52,13.21,2024-04-20,41.8
52.52,13.21,2024-04-21,38.7
52.52,13.21,2024-04-22,36.5
52.52,13.21,2024-04-23,40.3
52.52,13.21,2024-04-24,42.5
52.52,13.21,2024-04-25,41.2
52.52,13.21,2024-04-26,47.1
52.52,13.21,2024-04-27,54.3
52.52,13.21,2024-04-28,61
52.52,13.21,2024-04-29,59.4
52.52,13.21,2024-04-30,66.1
52.52,13.21,2024-05-01,67.5
52.52,13.21,2024-05-02,67
52.52,13.21,2024-05-03,63.9
52.52,13.21,2024-05-04,59.9
52.52,13.21,2024-05-05,59.2
52.52,13.21,2024-05-06,56.5
52.52,13.21,2024-05-07,53.3
52.52,13.21,2024-05-08,54.6
52.52,13.21,2024-05-09,55.5
52.52,13.21,2024-05-10,60.4
52.52,13.21,2024-05-11,58.9
52.52,13.21,2024-05-12,59
52.52,13.21,2024-05-13,62.2
52.52,13.21,2024-05-14,65.3
52.52,13.21,2024-05-15,68
52.52,13.21,2024-05-16,68.3
52.52,13.21,2024-05-17,66.8
52.52,13.21,2024-05-18,61.3
52.52,13.21,2024-05-19,60.7
52.52,13.21,2024-05-20,60.8
52.52,13.21,2024-05-21,68.6
52.52,13.21,2024-05-22,66.5
52.52,13.21,2024-05-23,64.6
52.52,13.21,2024-05-24,65.4
52.52,13.21,2024-05-25,65.9
52.52,13.21,2024-05-26,65.8
52.52,13.21,2024-05-27,65.7
52.52,13.21,2024-05-28,60.5
52.52,13.21,2024-05-29,61.9
52.52,13.21,2024-05-30,62.3
52.52,13.21,2024-05-31,63.7
52.52,13.21,2024-06-01,68.5
52.52,13.21,2024-06-02,66
52.52,13.21,2024-06-03,59.4
52.52,13.21,2024-06-04,61.3
52.52,13.21,2024-06-05,61.7
52.52,13.21,2024-06-06,60
52.52,13.21,2024-06-07,60.5
52.52,13.21,2024-06-08,63.9
52.52,13.21,2024-06-09,59.2
52.52,13.21,2024-06-10,57.9
52.52,13.21,2024-06-11,56
52.52,13.21,2024-06-12,56
52.52,13.21,2024-06-13,56.2
52.52,13.21,2024-06-14,58.7
52.52,13.21,2024-06-15,62.3
52.52,13.21,2024-06-16,64
52.52,13.21,2024-06-17,66.3
52.52,13.21,2024-06-18,67.1
52.52,13.21,2024-06-19,61.2
52.52,13.21,2024-06-20,63.1
52.52,13.21,2024-06-21,69.3
52.52,13.21,2024-06-22,65.9
52.52,13.21,2024-06-23,64.8
52.52,13.21,2024-06-24,66.1
52.52,13.21,2024-06-25,69.2
52.52,13.21,2024-06-26,74.6
52.52,13.21,2024-06-27,75.4
52.52,13.21,2024-06-28,73
52.52,13.21,2024-06-29,72.9
52.52,13.21,2024-06-30,72.3
52.52,13.21,2024-07-01,63.2
52.52,13.21,2024-07-02,59.4
52.52,13.21,2024-07-03,59.3
52.52,13.21,2024-07-04,60.3
52.52,13.21,2024-07-05,61.7
52.52,13.21,2024-07-06,71.5
52.52,13.21,2024-07-07,65.5
52.52,13.21,2024-07-08,68.9
52.52,13.21,2024-07-09,76.6
52.52,13.21,2024-07-10,77.4
52.52,13.21,2024-07-11,71.4
52.52,13.21,2024-07-12,70.9
52.52,13.21,2024-07-13,65.3
52.52,13.21,2024-07-14,67.3
52.52,13.21,2024-07-15,72.8
52.52,13.21,2024-07-16,72
52.52,13.21,2024-07-17,67.7
52.52,13.21,2024-07-18,68.5
52.52,13.21,2024-07-19,73
52.52,13.21,2024-07-20,76
52.52,13.21,2024-07-21,77.9
52.52,13.21,2024-07-22,70
52.52,13.21,2024-07-23,68.9
52.52,13.21,2024-07-24,66.6
52.52,13.21,2024-07-25,64.8
52.52,13.21,2024-07-26,68.5
52.52,13.21,2024-07-27,68.2
52.52,13.21,2024-07-28,65.8
52.52,13.21,2024-07-29,64.5
52.52,13.21,2024-07-30,68.3
52.52,13.21,2024-07-31,72.6
52.52,13.21,2024-08-01,71.5
52.52,13.21,2024-08-02,65.9
52.52,13.21,2024-08-03,67.8
52.52,13.21,2024-08-04,66.9
52.52,13.21,2024-08-05,65.5
52.52,13.21,2024-08-06,68.2
52.52,13.21,2024-08-07,72.6
52.52,13.21,2024-08-08,68.1
52.52,13.21,2024-08-09,67.8
52.52,13.21,2024-08-10,68.9
52.52,13.21,2024-08-11,69.1
52.52,13.21,2024-08-12,68.8
52.52,13.21,2024-08-13,73.4
52.52,13.21,2024-08-14,77.9
52.52,13.21,2024-08-15,74
52.52,13.21,2024-08-16,74.3
52.52,13.21,2024-08-17,73.1
52.52,13.21,2024-08-18,68.7
52.52,13.21,2024-08-19,66.7
52.52,13.21,2024-08-20,70.1
52.52,13.21,2024-08-21,66.9
52.52,13.21,2024-08-22,66.2
52.52,13.21,2024-08-23,73.4
52.52,13.21,2024-08-24,77.6
52.52,13.21,2024-08-25,69.2
52.52,13.21,2024-08-26,68
52.52,13.21,2024-08-27,68.4
52.52,13.21,2024-08-28,74.2
52.52,13.21,2024-08-29,80.3
52.52,13.21,2024-08-30,71.6
52.52,13.21,2024-08-31,65.8
52.52,13.21,2024-09-01,66.2
52.52,13.21,2024-09-02,68
52.52,13.21,2024-09-03,76.5
52.52,13.21,2024-09-04,79.8
52.52,13.21,2024-09-05,78.1
52.52,13.21,2024-09-06,75.4
52.52,13.21,2024-09-07,75.4
52.52,13.21,2024-09-08,77.9
52.52,13.21,2024-09-09,64.8
52.52,13.21,2024-09-10,61.9
52.52,13.21,2024-09-11,58.3
52.52,13.21,2024-09-12,53.6
52.52,13.21,2024-09-13,53.1
52.52,13.21,2024-09-14,56.6
52.52,13.21,2024-09-15,56.7
52.52,13.21,2024-09-16,59.2
52.52,13.21,2024-09-17,65.2
52.52,13.21,2024-09-18,66
52.52,13.21,2024-09-19,65.1
52.52,13.21,2024-09-20,63.1
52.52,13.21,2024-09-21,61.6
52.52,13.21,2024-09-22,61.8
52.52,13.21,2024-09-23,62.7
52.52,13.21,2024-09-24,58.5
52.52,13.21,2024-09-25,59.2
52.52,13.21,2024-09-26,61.9
52.52,13.21,2024-09-27,60.8
52.52,13.21,2024-09-28,53.7
52.52,13.21,2024-09-29,49.5
52.52,13.21,2024-09-30,51.1
52.52,13.21,2024-10-01,50.9
52.52,13.21,2024-10-02,49.6
52.52,13.21,2024-10-03,52.1
52.52,13.21,2024-10-04,52.6
52.52,13.21,2024-10-05,51.8
52.52,13.21,2024-10-06,48.8
52.52,13.21,2024-10-07,52.1
52.52,13.21,2024-10-08,60
52.52,13.21,2024-10-09,60.9
52.52,13.21,2024-10-10,58.6
52.52,13.21,2024-10-11,48
52.52,13.21,2024-10-12,48.3
52.52,13.21,2024-10-13,50.6
52.52,13.21,2024-10-14,48.5
52.52,13.21,2024-10-15,46.3
52.52,13.21,2024-10-16,48.7
